구분,상호,업종,소재지,주소,전화번호,할인내용
4600,삼순이네,한식,충주시,충청북도 충주시 예성로87(지현동),043-854-0915,카드소지자 5% 할인
4601,삼양지업사,벽지장판,충주시,충청북도 충주시 충인동 자유시장길 36,043-847-4475,카드소지자 3%할인
4602,삼영떡집,떡집,충주시,충청북도 충주시 예성로 79(지현동),043-857-3059,카드소지자 3%할인
4603,삼정헤어샾,미용실,충주시,충청북도 충주시 계명대로 37,043-847-6103,카드소지자 10% 할인
4604,삼진하이퍼마켓,잡화,충주시,충청북도 충주시 행정10길 28,043-853-2893,카드소지자 1%할인
4605,삼천리자전거,자전거,충주시,충청북도 충주시 지곡10길38-1(지현동),043-852-0891,카드소지자 5%할인
4606,삼천리자전거 법원점,자전거판매,충주시,충청북도 충주시 국원대로 118,043-854-0422,판매금액의 10%할인
4607,삼천리자전거토이랜드,자전거판매,충주시,충청북도 충주시 계명대로 17,043-851-1943,3% 할인
4608,상록수 식당,한식,충주시,충청북도 충주시 수안보면 주정산로 19,043-846-0433,할인 5% (카드소지자)
4609,새재정육점,식육점,충주시,충청북도 충주시 충인4길 20,043-844-7559,카드소지자 5%할인
4610,색동보석,귀금속,충주시,충청북도 충주시 충인 2길 10,043-844-5949,카드소지자 3%할인
4611,샘터공인중개사,공인중개업,충주시,충청북도 충주시 사직로 195,043-852-6220,3%
4612,서경,중식,충주시,충청북도 충주시 용정2길 2,043-848-0848,카드소지자 10%할인
4613,서문해장국,음식,충주시,충청북도 충주시 금제8길 15-1,043-851-8853,카드소지자 3%할인
4614,서문해장국,한식,충주시,충청북도 충주시 금제8길 15-1,043-851-8853,1%
4615,서울맞춤사,의류수선맞춤,충주시,충청북도 충주시 성서동 306,043-842-0708,카드소지자 3%할인
4616,서울맞춤사,맟춤수선,충주시,충청북도 충주시 성서동 306번지,043-842-0708,3%
4617,서울상회,식품,충주시,충청북도 충주시 공설시장길 18,043-847-3735,카드소지자 3%할인
4618,서울세탁소,세탁업,충주시,충청북도 충주시 사직산 21길 9-1(문화동),043-857-5276,카드소지자 세탁물 5% 할인(수선제외)
4619,서충주신도시뚜레쥬르,제과점,충주시,충청북도 충주시 중앙탑면 원앙4길 21 101호,043-851-0706,5%
4620,석관동떡볶이,일반음식,충주시,충청북도 충주시 용산동 형성로 110,043-845-3305,카드소지시 5% 할인
4621,선보습학원,학원,충주시,충청북도 충주시 교현2동 부강A 상가 3층 ,043-843-8314,원비10%
4622,선하식품,건어물.식품.잡화,충주시,충청북도 충주시 충인3길 9(충인동),043-847-7050,카드소지자5%
4623,성모고전방님푸만충주점,한복침구,충주시,충청북도 충주시 충의동 자유시장길 12,043-847-4155,카드소지자 3%할인
4624,성수이용원,이미용,충주시,충청북도 충주시 지현천변1길 13-2,043-847-1680,5% 할인
4625,성신상사,잡화,충주시,충청북도 충주시 충인2길 11,043-847-5731,카드소지자 3%할인
4626,성심설비,설비,충주시,충청북도 충주시 대가미9길 14-1,043-848-0482,5%할인
4627,성인약국,약국,충주시,충청북도 충주시 연수동 주공2단지 상가,043-844-1721,10% 할인
4628,성재세탁,세탁업,충주시,충청북도 충주시 엄정면 내창로 193,043-852-2138,카드소지자 5% 할인
4629,성진 세탁소,세탁소,충주시,충청북도 충주시 호암중앙2로 31,043-855-8140,카드소지자10%할인
4630,성진복식당,음식업,충주시,충청북도 충주시 금제1길 25,043-843-9179,5%할인
4631,성호종합주방,그릇,충주시,충청북도 충주시 국원대로 57(교현2동),043-848-8946,카드소지자에 한하여 2% 할인
4632,세경프란차이즈 세탁소,세탁소,충주시,충청북도 충주시 신촌2길 8,043-843-8425,카드소지자10%할인
4633,세렌디피티,카페,충주시,충청북도 충주시 연수동 1392-1,,카드소지자 1% 할인
4634,세사리빙 충주문화점,침구류,충주시,충청북도 충주시 국원대로 141층(문화동),043-852-3509,카드소지자 2% 할인
4635,세성이발관,이용업,충주시,충청북도 충주시 살미면 세성리 295-8,043-851-5806,이용금액의 10%
4636,세운식육점 ,정육점 ,충주시,충청북도 충주시 사직산 12길 30-5,043-844-2182,우대카드 소지자 5% 할인
4637,세원약국,약국,충주시,충청북도 충주시 연수상가3길 6,043-843-9511,10%할인(조제 및 유명원가 판매 품목은 제외)
4638,세탁나라,세탁소,충주시,충청북도 충주시 문화동 사직로 155,043-847-9889,세탁물의 10%할인
4639,소나무집,한식,충주시,충청북도 충주시 수안보면 주정산로 19,043-851-9279,5% 할인 (카드소지자)
4640,소녀커피,카페,충주시,충청북도 충주시 충주호수로 598,043-846-9933,카드소지자 1% 할인
4641,소담촌 충주호암점,외식업,충주시,충청북도 충주시 사천개1길 2 2층,043-845-3243,이용금액의 2% 할인
4642,소라가든,음식업,충주시,충청북도 충주시 수안보면 노포란길 12,043-846-7819,5% 할인(주류 제외)
4643,소리양행,의류,충주시,충청북도 충주시 충의동 234,043-843-8652,3%
4644,소만 마감자탕,음식,충주시,충청북도 충주시 봉방4길 5(봉방동),043-842-5798,카드소지자 6% 할인
4645,소의 천하 식당,음식 (한식),충주시,충청북도 충주시 산척면 동산로666,043-848-5114,카드소지자 6% 할인 (단 주류 음료수는 제외)
4646,소태식당,음식업,충주시,충청북도 충주시 소태면 주치길 12,043-854-9624,카드소지자 5% 할인
4647,소풍A,음식점업,충주시,충청북도 충주시 고든골길 62-1(직동),043-848-5335,5% 할인
4648,손짜장나들이,중국집,충주시,충청북도 충주시 살미면 중원대로 2595,043-852-9676,현금결제로 할시에 10%할인
4649,송`S 헤어라인,미용실,충주시,충청북도 충주시 금봉8길 20 102호,043-842-8999,3%할인
4650,송강약국,약  국,충주시,충청북도 충주시 산척면 천등박달로 135,043-853-4451,10% 할인
4651,송월타올 충주대리점,타올.우산,충주시,충청북도 충주시 자유시장길18-1,043-852-5800,카드소지자5%
4652,송정어린이집,어린이,충주시,충청북도 충주시 산척면 송강중간말길 10,043-853-7301,보육료 5%
4653,솣껌뎅이 쪽갈비,음식업,충주시,충청북도 충주시 행정8길 30,043-848-0631,10만원이상 이용시 5%할인
4654,수련가구갤러리,가구,충주시,충청북도 충주시 동량면 충원대로 1344-1,043-856-0873,우대카드 소지자  5%~10% 할인
4655,수안보 한의원,보건업,충주시,충청북도 충주시 수안보면 온천중앙길 13,043-846-0761,침치료보험약한약 5%할인
4656,수안보하이스파,목욕업,충주시,충청북도 충주시 수안보면 물탕2길 17,043-846-8898,40%할인
4657,수월 보리밥,식당,충주시,충청북도 충주시 신니면 수월 3길 44,043-847-4945,카드 소지자 테이블당 1000원 할인
4658,수일식당,음식업,충주시,충청북도 충주시 주덕읍 시장길 10,043-856-0230,카드소지자 3% 할인
4659,수채화,일반음식(커피),충주시,충청북도 충주시 지곡18길11,043-848-2373,카드 소지자 10% 할인
4660,수청골,음식점,충주시,충청북도 충주시 호암수청8길 7,043-855-1010,이용금액의 2% 할인
4661,수포차,한식,충주시,충청북도 충주시 지곡1길25(지현동),,카드소지자 5% 할인
4662,수현상회,반찬,충주시,충청북도 충주시 무학천변길 101,043-845-2681,카드소지자 3%할인 
4663,숙이네 건어물,건어물,충주시,충청북도 충주시 무학천변길 87,043-843-6764,카드소지자 3%할인 
4664,순대랑 떡볶이,분식점,충주시,충청북도 충주시 지곡6길24(지현동),043-856-0211,카드소지자 3%할인
4665,순이네 족발 편육,족발,충주시,충청북도 충주시 충인2길 12-2,043-846-3242,카드소지자 3%할인
4666,스마일식당,음식업,충주시,충청북도 충주시 대흥길 50-5,043-842-0903,전메뉴의 10%할인
4667,스위스 안경 콘택트,안경,충주시,충청북도 충주시 연수동 1503,043-848-3003,카드소지자에 한하여 5% 할인
4668,스포츠나라에어로빅,서비스,충주시,충청북도 충주시 교현2동 부강상가 지하,,원비10% 
4669,시골식당(시골야식),음식업,충주시,충청북도 충주시 봉방4길 10 (봉방동),043-848-1319,카드소지자 5% 할인
4670,시골어머니밥상,한식,충주시,충청북도 충주시 신니면 신덕로 775,043-842-5951,카드소지자 2%할인
4671,시대진열장,진열장,충주시,충청북도 충주시 사직로 200,043-847-9385,5%
4672,시온쇼핑,도소매,충주시,충청북도 충주시 충의동 198,043-847-2163,3%
4673,시장방앗간,방앗간,충주시,충청북도 충주시 금곡로 31,043-854-4767,카드소지자 3%할인
4674,시채널안경원,안경,충주시,충청북도 충주시 성서동 362,043-846-4959,3%
4675,신광철물,철물,충주시,충청북도 충주시 성내동 28,043-847-8129,3%
4676,신내챙이농약사,농약,충주시,충청북도 충주시 엄정면 내창로 186,043-852-3556,카드소지자 5%할인
4677,신니종가집,음식업,충주시,충청북도 충주시 신니면 신덕로 781-6,043-856-8844,5%할인
4678,신니축산,식육점,충주시,충청북도 충주시 신니면 덕고개로 3,043-854-4773,카드소지자 5% 할인
4679,신도리코현성OA시스템,사무기기,충주시,충청북도 충주시 예성로 320,043-856-1009,5%할인(복사기프린터팩스PC토너만)
4680,신동화식당,음식업,충주시,충청북도 충주시 주덕읍 시장길 6,043-852-4837,카드소지자 5% 할인
4681,신라집,한식,충주시,충청북도 충주시 거룡8길 35,043-847-3061,카드소지자 2%할인
4682,신명상회,가방모자,충주시,충청북도 충주시 자유시장길 16-1,043-847-3055,카드소지자 3%할인
4683,신명상회,가방모자,충주시,충청북도 충주시 충의동 97,043-847-3055,10%
4684,신삼시세끼,한식,충주시,충청북도 충주시 노은면 연하중앙길14,043-855-8777,다자녀 가정 2% 할인
4685,신앙촌센타,간장 이불,충주시,충청북도 충주시 성내동 365,043-843-0639,1%
4686,신용광고 ,간판설치,충주시,충청북도 충주시 용대문화2길 16-4,,5%할인
4687,신일지업사,지물,충주시,충청북도 충주시 주덕읍 시장길 3-1,043-845-3187,카드 소지자 5% 할인
4688,신중국성,일반음식점,충주시,충청북도 충주시 살미면 중원대로 2265,043-851-7030,5%할인
4689,신촌횟집,일만음식,충주시,충청북도 충주시 삼원로 111(봉방동),043-847-7230,식대비 10% 할인
4690,신태평양약국,약국,충주시,충청북도 충주시 번영대로 121,043-844-3579,10% 할인
4691,신토불이,음식업,충주시,충청북도 충주시 지현천변1길 45,043-857-5252,카드소지자 5% 할인
4692,신풍미식당,음식업,충주시,충청북도 충주시 상방6길 16,043-844-5857,5% 할인
4693,신호의류,의류,충주시,충청북도 충주시 충인2길 9,043-846-0804,카드소지자 3%할인
4694,신화주단,의류(한복),충주시,충청북도 충주시 자유시장길 24,043-847-2214,5%(맞춤시 적용)
4695,신흥비니루,비니루,충주시,충청북도 충주시 충인2길 17,043-847-7544,5%할인 
4696,실로암 안경 ,안경 ,충주시,충청북도 충주시 중앙로 9,043-847-4361,안경 20%할인 
4697,실로암안경원,안경점,충주시,충청북도 충주시 중앙로 9,043-847-4361,카드소지자10%할인
4698,실로암안경원,안경,충주시,충청북도 충주시 중앙로 9,043-847-4361,안경 20%할인
4699,쌈지,의류,충주시,충청북도 충주시 충의동 292,043-845-0250,5%
4700,쎄스,의류,충주시,충청북도 충주시 성서동 27번지,043-843-0221,5%
4701,쎄시,의류,충주시,충청북도 충주시 성서 1길 63,043-843-8506,3%
4702,쎌텐아동복,의류(아동복),충주시,충청북도 충주시 성서1길 50(현대타운),043-852-4796,5%
4703,쓰리팩토리변경,안경점,충주시,충청북도 충주시 국원대로 195,043-854-3445,카드소지자10%할인
4704,씨채널성서점,안경점,충주시,충청북도 충주시 예성로 155,043-846-4959,카드소지자10%할인
4705,씨채널충주점(첨보당안경원),안경점,충주시,충청북도 충주시 중앙로 45,043-847-3388,카드소지자10%할인
4706,아까르마 미용실,미용업,충주시,충청북도 충주시 거룡2길 45-1,043-852-4538,파마5%할인
4707,아는 언니,분식,충주시,충청북도 충주시 연수동 예성로372,,카드소지자 1% 할인
4708,아름목욕탕,목욕업,충주시,충청북도 충주시 교현2동 766-28,043-847-1506,카드소지자10%할인
4709,아리스,커튼/이불,충주시,충청북도 충주시 봉방동 4-11,043-846-1133,2%
4710,아리아치킨,음식업,충주시,충청북도 충주시 지곡10길 36번지 (지현동),043-854-2929,카드소지자 5% 할인
4711,아이나라키즈파크,음식점,충주시,충청북도 충주시 안림동 샘골길35하늘성빌딩1층,043-844-7788,카드소지자1000원 할인
4712,아이마트,식품잡화,충주시,충청북도 충주시 산척면 동산로 725,043-853-7008,카드소지자 총액의 5%할인
4713,아이비클럽학생복,학생용품,충주시,충청북도 충주시 성서7길 33,043-845-4903,액세서리(면티양말스타킹 등) 3%할인
4714,아틀리에,음식카페,충주시,충청북도 충주시 예성로 169-1,043-847-5097,5%
4715,안경나라,안경,충주시,충청북도 충주시 관아1길 16,043-843-9001,카드소지자 10%할인
4716,안경나라,안경,충주시,충청북도 충주시 성내동 428,043-843-9001,5%
4717,안경매니저,안경점,충주시,충청북도 충주시 성서4길 3,043-842-4068,카드소지자10%할인
4718,안경콘텍트마트이마트충주점,안경점,충주시,충청북도 충주시 중원대로3420 3층(문화동),,카드소지자 2% 할인
4719,앙성가스,가스업,충주시,충청북도 충주시 앙성면 동암길 78,,카드소지자 10%할인
4720,앙성식당,음식,충주시,충청북도 충주시 앙성면 가곡로 1038,043-855-2876,카드소지자 5%할인
4721,애린어린이집,어린이,충주시,충청북도 충주시 엄정면 족동1길 18,043-852-5447,보육료 5%
4722,약초향기,휴게음식,충주시,충청북도 충주시 직동길 13(호암동),,카드소지자에 한해 50% 할인
4723,양순이네,음식업,충주시,충청북도 충주시 앙성면 가곡로 953-11,043-844-8830,이용대금의 5% 할인
4724,양일알미늄,알미늄삿시,충주시,충청북도 충주시 지현천변1길 23-1,043-851-6028,5%할인
4725,양평해장국,한식,충주시,충청북도 충주시 노은면 감노로 1585,043-855-0900,다자녀가정우대카드소지자에 한해 5%할인(안주주류는 제외)
4726,양평해장국(기업도시점),한식,충주시,충청북도 충주시 중앙탑면 용전리 678번지,043-846-3453,10%
4727,어두육식당,음식업,충주시,충청북도 충주시 지현천변1길 47,043-842-3320,카드소지자 5% 할인
4728,어베인비 삼촌점,커피 음료,충주시,충청북도 충주시 국원대로 92(교현동),043-857-4626,카드 소지자 10% 할인
4729,어식당,한식분식,충주시,충청북도 충주시 원호암4길 10(호암동),043-846-1016,카드소지자에 한해 5% 할인
4730,어우돈과 꼬꼬네,음식업,충주시,충청북도 충주시 예성로 87(지현동),043-855-6960,카드소지자 3%할인
4731,언더우드,의류,충주시,충청북도 충주시 충인2길 6,043-847-2206,카드소지자 3%할인
4732,언더우드,의류,충주시,충청북도 충주시 충의동 294,,5%
4733,엄마손 순댓국,식당,충주시,충청북도 충주시 연수동 659-3,043-846-2359,카드소지자에 한해 2% 할인
4734,엄정 임경옥족발,한식,충주시,충청북도 충주시 엄정면 나창로 165,043-847-3700,메뉴주문시 1.5L 음료수 무료제공
4735,엄정약국,약국,충주시,충청북도 충주시 엄정면 용산리 467,043-851-1955,카드소지자의 3% 할인
4736,엄정우리집,한식,충주시,충청북도 충주시 엄정면 동막강현길 401,043-848-0017,음식값의 5% 할인
4737,엄정우리집,한식,충주시,충청북도 충주시 엄정면 동막강현길 401,043-848-0017,음식값의 5% 할인
4738,에넥스충주점,가구,충주시,충청북도 충주시 국원대로 127,043-852-5999,가구 5% 씽크대 7% 사재씽크대 10% 
4739,에덴화원,꽃,충주시,충청북도 충주시 예성로 168,043-847-1632,카드소지자 3%할인
4740,에이스베이직학생복,학생복,충주시,충청북도 충주시 예성로 168 28호,043-847-3286,3%
4741,여보당신미용실,미용실,충주시,충청북도 충주시 봉방동 65-3,043-846-5921,퍼머 또는 염색 5%
4742,연샘가든,음식업,충주시,충청북도 충주시 충주호수로 434(용탄동),043-853-2369,카드소지자 5% 할인
4743,연수가든,한식,충주시,충청북도 충주시 연수동 289,043-857-6204,    우대카드 소지자 10% 할인
4744,연수꽃화원,꽃소매,충주시,충청북도 충주시 지곡10길 40번지 (지현동),043-843-5991,카드소지자 5% 할인
4745,연수화원,꽃,충주시,충청북도 충주시 지곡10길 40,043-843-0991,카드소지자 3%할인
4746,연주미용실,미용업,충주시,충청북도 충주시 주덕읍 시장길 12-1,043-846-0002,카드소지자 10% 할인
4747,영광춘,요식업,충주시,충청북도 충주시 주덕읍 신덕로 1360-1,043-847-2144,카드소지자 5% 할인
4748,영심이호프신니점,음식업,충주시,충청북도 충주시 신니면 신덕로 781-5,043-851-1527,5%할인
4749,영진화원,소매업,충주시,충청북도 충주시 금봉8길 1,043-845-2434,5% 할인
4750,영풍상회,기성복,충주시,충청북도 충주시 충의동 330번지,043-847-7728,카드소지자3%
4751,예성국기사,명찰,충주시,충청북도 충주시 예성로 168 중앙시장 15호,043-847-2918,3%
4752,예성화원,소매업(생화),충주시,충청북도 충주시 호암동 186-8,043-854-9416,5% 할인
4753,예지패션,의류,충주시,충청북도 충주시 자유시장길 28-1,043-847-5679,5%
4754,예카낙지마을,음식업,충주시,충청북도 충주시 지현천변1길 33-8,043-856-1333,현금으로 결재시 10% 할인
4755,옛날육개장,음식,충주시,충청북도 충주시 남산14길 24,043-845-5898,3% 할인
4756,옛한옥집,음식점,충주시,충청북도 충주시 중앙로 101-6,043-845-0944,카드소지자 5%할인
4757,오늘도 네일,미용업,충주시,충청북도 충주시 중앙탑면 원앙길 8-13 스타프라자 5층-501호,043-852-2291,5%
4758,오래오 파닭,치킨,충주시,충청북도 충주시 연수로 6-4(연수동),043-855-5767,우대카드 소지자  5% 할인
4759,오리친구,음식업,충주시,충청북도 충주시 대흥6길 33(교현2동),043-854-5279,카드소지자에 한하여 2% 할인(주류제외)
4760,오복떡집,떡,충주시,충청북도 충주시 공설시장길 4-1,043-847-1034,카드소지자 3%할인
4761,오복떡집,제조업,충주시,충청북도 충주시 충의동 공설시장내 249,043-847-1034,3%
4762,오복집,한식,충주시,충청북도 충주시 신니면 용원1구 18-8,043-852-0335,카드소지자 5%할인
4763,오성고무,신발,충주시,충청북도 충주시 충인동 376,043-847-4471,5%
4764,오성상회,숙녀복,충주시,충청북도 충주시 충인동 298,043-847-8524,5%
4765,오영상회,도소매,충주시,충청북도 충주시 충의동 101,043-844-0321,3%
4766,오이도,한식,충주시,충청북도 충주시 금제2길 24,043-843-2157,1%
4767,오크엔틱가구갤러리,가구,충주시,충청북도 충주시 용정2길 25-10,043-855-8956,카드소지자 20%할인
4768,오투스안경원,소매,충주시,충청북도 충주시 중앙탑면 기업도시로 214,043-857-3003,추가할인 5% (일부품목 제외)
4769,오피스디포충주점,문구,충주시,충청북도 충주시 금제9길 36,043-848-0737,2만원이상 1%할인
4770,옥소리컴퓨터,컴퓨터 외,충주시,충청북도 충주시 금릉로 90,043-846-5898,A/S시 카드소지자 5% 할인
4771,온유농장,정육,충주시,충청북도 충주시 무학5길 1,043-844-1888,카드소지자 3%할인
4772,온천토종순대,한식,충주시,충청북도 충주시 앙성면 가곡로 1016-1,043-857-3207,이용대금의 5%
4773,올떡볶이,일반음식점,충주시,충청북도 충주시 안림동 1114-5,,3%
4774,올뷰티헤어샵,미용실,충주시,충청북도 충주시 예성로 42,,카드소지자 5% 할인
4775,왕자상회충주타올,메리야스타올,충주시,충청북도 충주시 자유시장길 8,043-844-1439,10%
4776,용궁,음식점,충주시,충청북도 충주시 동량면 조동1길 76,043-853-0066,10% 할인
4777,용궁반점,음식업,충주시,충청북도 충주시 남산로 41-1,043-844-4344,10%할인
4778,용궁해물짬뽕,중화요리,충주시,충청북도 충주시 신니면 덕고개로 8,043-852-5552,카드소지자 5% 할인
4779,용궁해장국,한식,충주시,충청북도 충주시 형설로 93-4,043-852-8756,카드소지자 5% 할인
4780,용남식당,한식,충주시,충청북도 충주시 지현동 360-7(남부시장),043-842-7497,카드소지자 3%할인
4781,용댕이식당,음식업,충주시,충청북도 충주시 앙성면 가곡로 1046,043-854-9511,카드소지자 10%할인
4782,용산감자탕뼈찜,음식업,충주시,충청북도 충주시 주덕읍 시장길 15,043-846-5807,카드소지자 5% 할인
4783,용산노래연습장,서비스,충주시,충청북도 충주시 거룡6길 20,,카드소지시 2% 할인
4784,용산영양탕 ,식당,충주시,충청북도 충주시 지곡10길 38-1,043-852-0512,3% 할인
4785,용성가든,음식,충주시,충청북도 충주시 동량면 용교리 대미길13,043-854-8765,카드소지자3%
4786,용우동 충주건국대점,음식업,충주시,충청북도 충주시 단월동 379-15번지,043-848-0908,카드소지자 2%할인
4787,우람한우,음식업,충주시,충청북도 충주시 금곡로 33,043-856-7885,5%할인(식당이용가족)-정육점제외
4788,우렁이쌈밥,요식업,충주시,충청북도 충주시 사직산12길 64 (지현동),043-848-5979,카드소지자 2% 할인
4789,우리메밀치킨,음식,충주시,충청북도 충주시 살미면 중원대로 2575,,카드소지자 5%할인
4790,우리미용실,미용,충주시,충청북도 충주시 동량면 지등로 4,043-857-4007,카드소지자에 한하여 커트요금 1000원 할인
4791,우리시스템,가전,충주시,충청북도 충주시 형설로 73,043-851-3696,카드소지시 2% 할인
4792,우리장작구이 곤지암할매소머리국밥,음식업,충주시,충청북도 충주시 신니면 수월1길 19,043-856-1255,카드소지자 10% 할인
4793,우리집 점심밥상,음식업,충주시,충청북도 충주시 금가면 강수로 343,043-845-9885,카드소지자 5% 할인
4794,우리집 점심밥상,음식업,충주시,충청북도 충주시 금가면 강수로 343,043-845-9885,카드소지자 5% 할인
4795,우리집밥상,음식업,충주시,충청북도 충주시 대흥6길 30(교현2동),043-852-6340,카드소지자 5% 할인
4796,우리집앞 영어교실 호암교습소,영어교습소,충주시,충청북도 충주시 형설로 32 201호,,카드소지자 5%할인
4797,우리통닭,일반음식,충주시,충청북도 충주시 노은면 연하중앙길 8,043-853-7874,다자녀 가정 2% 할인
4798,우리한식,음식점,충주시,충청북도 충주시 충인4길 20,043-842-2227,카드소지자 5%할인
4799,우먼센스,의류,충주시,충청북도 충주시 충인동 115번지 자유시장,043-845-8263,3%
4800,우물가밥집,한식,충주시,충청북도 충주시 금제1길 39,043-843-1280,카드소지자 3%할인
4801,우물가밥집,음식,충주시,충청북도 충주시 금제1길 39,043-843-1280,1%
4802,우성상회,의류,충주시,충청북도 충주시 충인2길 8-1,043-847-9626,3%
4803,우연혼수방 핑크하트,타올.한복,충주시,충청북도 충주시 충인동 330번지,043-851-2688,카드소지자10%
4804,우정이용원,이용업,충주시,충청북도 충주시 성내동 3,043-844-7534,5%할인
4805,우정이용원,이용업,충주시,충청북도 충주시 성내동 충인6길 43,043-844-7534,카드소지자 5%할인
4806,우진이네 이류매장,음식업,충주시,충청북도 충주시 무학천변길 87,043-845-5603,5% 할인
4807,울타리,음식점,충주시,충청북도 충주시 칠금중앙3길 13-1,043-845-8966,카드소지자 3% 할인
4808,원주건강원,건강원,충주시,충청북도 충주시 무학4길 5,043-844-8411,카드소지자 5%할인
4809,원주양행,숙녀복잡화,충주시,충청북도 충주시 무학4길 5,043-845-2917,카드소지자 5%할인
4810,원주올갱이,한식,충주시,충청북도 충주시 앙성면 가곡로 1499,043-854-5238,5% 할인
4811,월명식당,한식,충주시,충청북도 충주시 신니면 신덕로 981,043-842-5952,카드소지자 3%할인
4812,월악산 산삼,산삼건강식품,충주시,충청북도 충주시 충의동 241,043-852-3053,5%
4813,월악산회관,음식,충주시,충청북도 충주시 대흥길 35-6,043-848-1800,카드소지자 3%할인
4814,월악식품,청국장칼국수,충주시,충청북도 충주시 봉현로 209(교현2동),043-853-6071,카드소지자에 한하여 2% 할인
4815,웰빙건강하우스,건강식품,충주시,충청북도 충주시 지현동 324,043-845-1729,3%
4816,유가네밥상뷔페,음식점,충주시,충청북도 충주시 행정 7길 38,043-854-3355,카드 2% 할인
4817,유신주단,제조업소매업,충주시,충청북도 충주시 자유시장길 9,043-844-8181,5%
4818,유안환풍기,환풍기,충주시,충청북도 충주시 국원대로 59(교현2동),043-854-2457,카드소지자에 한하여 2% 할인
4819,유정상회.건강원,약초건강원,충주시,충청북도 충주시 무학1길 31-1,043-847-0349,카드소지자 3%할인
4820,유주통닭,치킨,충주시,충청북도 충주시 예성로87신동신19호(지현동),043-843-7792,카드소지자 5% 할인
4821,유진가구,가구,충주시,충청북도 충주시 충인2길 7,043-843-4274,카드소지자 20%할인
4822,유진공구철물,공구,충주시,충청북도 충주시 봉방동 109-1,043-842-0371,현금결제시3% 할인
4823,윤선생 우리집앞 영어교실,보습학원,충주시,충청북도 충주시 주덕읍 시장길 46,043-852-2213,카드소지자 교육비 5%우대혜택
4824,윤성생 영어숲 충주어학원,영어,충주시,충청북도 충주시 연수동 1678번지 3층,043-848-2020,카드소지자에 한하여 5% 할인
4825,윤지현혜어,미용,충주시,충청북도 충주시 봉계1길 32(봉방동),043-845-5209,현금결제시 10%할인
4826,으뜸 세탁소,세탁소,충주시,충청북도 충주시 교현1동 143-23,043-844-4050,카드소지자10%할인
4827,은영갈비,음식업,충주시,충청북도 충주시 지현동 1440,043-842-5172,10% 할인
4828,은하식당,한식,충주시,충청북도 충주시 충인동 시장길40,043-845-2002,카드소지자5%
4829,은혜미용실,미용업,충주시,충청북도 충주시 대현4길 12,043-843-3788,10% 할인
4830,은혜삼겹살,한식,충주시,충청북도 충주시 지현동 38-1,043-846-3393,3%
4831,을지샤시유리,샤시유리,충주시,충청북도 충주시 대가미3길 11-1,043-843-8308,카드소지자 5% 할인
4832,의림약국,양약,충주시,충청북도 충주시 앙성면 앙암로 2,043-855-6631,카드소지자 10% 할인
4833,의정부부대찌개,요식업,충주시,충청북도 충주시 사직로 295,043-842-7146,3%
4834,이광주 스튜디오,사진관,충주시,충청북도 충주시 형설로 115,043-852-4410,20%할인 
4835,이레칼국수,음식,충주시,충청북도 충주시 교현동 143-39,043-856-3354,만원이상 5%
4836,이명순맛손반찬,반찬,충주시,충청북도 충주시 국원대로199,043-843-3393,카드소지자 5% 할인
4837,이백장돈가스,음식점,충주시,충청북도 충주시 용산로 32-1 (용산동),043-842-8446,카드이용시 2% 할인
4838,이서방양념치킨,요식업,충주시,충청북도 충주시 칠금1길5(칠금동 코오롱동신a상가),043-852-5880,카드소지자 5%할인
4839,이정동묵밥(해뜰),일반음식점,충주시,충청북도 충주시 중앙로 101-7,043-847-4525,카드소지자 5%할인
4840,이조표구 화랑,표구,충주시,충청북도 충주시 관아1길 9,,카드소지자 10%할인
4841,인생맛집,일반음식점,충주시,충청북도 충주시 칠금중길10(칠금동),043-853-5358,카드소지자 8% 할인
4842,인쇄출판 정문사,인쇄업,충주시,충청북도 충주시 교동1길 15-22,043-847-9201,카드소지자에 한하여 10% 할인
4843,인크리스미용실,미용실,충주시,충청북도 충주시 금릉로 48(부영1차아파트 상가),043-857-1049,카드소지자 10% 할인
4844,일공공일안경원 ,안경 ,충주시,충청북도 충주시 중앙로 50-1,043-847-2277,안경 10%할인 
4845,일광영양집,음식업,충주시,충청북도 충주시 금가면 충원대로 1383,043-853-7265,카드소지자 5% 할인
4846,일광영양집,음식업,충주시,충청북도 충주시 금가면 충원대로 1383,043-853-7265,카드소지자 5% 할인
4847,일남상회,청과,충주시,충청북도 충주시 충인7길 2,043-847-4484,카드소지자 3%할인
4848,일미치킨호프,음식업,충주시,충청북도 충주시 산척면 동산로 725,043-853-3978,5% 할인
4849,일진문구백화점,문구,충주시,충청북도 충주시 시청로 10,043-852-6339,카드소지자 0.5%할인5만원이상은3천원한도물품지급
4850,잉꼬주방,가물,충주시,충청북도 충주시 충인동 186번지,043-847-1176,카드소지자3%
4851,자매식당,한식,충주시,충청북도 충주시 앙성면 하너미로 776-2,043-855-4395,5%
4852,자미온,커튼침구,충주시,충청북도 충주시 성서동 306,043-848-2251,카드소지자 3%할인
4853,자미온한수방,침구,충주시,충청북도 충주시 예성로168 중앙시장 49호,043-848-2251,3%
4854,자연가든,음식업,충주시,충청북도 충주시 살미면 문강로 286,043-851-8431,카드소지자5%할인
4855,자연그대로,음식점,충주시,충청북도 충주시 상아배이길 100-4,043-847-5143,카드소지자 5% 할인
